born,gender,result,group
1958,Dame,33:56,5KM
2001,Hea,33:57,5KM
1980,Dame,33:57,5KM
1980,Dame,33:58,5KM
1978,Dame,33:58,5KM
1972,Dame,33:58,5KM
1980,Dame,33:59,5KM
1986,Dame,34:00,5KM
1985,Dame,34:01,5KM
1972,Dame,34:01,5KM
1987,Dame,34:02,5KM
1988,Hea,34:02,5KM
1955,Dame,34:02,5KM
1978,Dame,34:03,5KM
1986,Dame,34:03,5KM
2001,Dame,34:03,5KM
1960,Hea,34:03,5KM
1962,Dame,34:04,5KM
1989,Dame,34:05,5KM
1973,Dame,34:05,5KM
1968,Dame,34:05,5KM
1968,Dame,34:06,5KM
1981,Hea,34:06,5KM
1980,Hea,34:07,5KM
1977,Hea,34:07,5KM
1964,Dame,34:09,5KM
1990,Dame,34:10,5KM
1971,Dame,34:11,5KM
1952,Dame,34:11,5KM
1963,Dame,34:12,5KM
1968,Dame,34:13,5KM
1970,Dame,34:13,5KM
1964,Dame,34:14,5KM
1968,Dame,34:16,5KM
1965,Dame,34:16,5KM
1899,Dame,34:18,5KM
1980,Dame,34:18,5KM
1971,Dame,34:19,5KM
1979,Dame,34:19,5KM
1965,Hea,34:19,5KM
1989,Dame,34:20,5KM
1988,Dame,34:22,5KM
1985,Hea,34:22,5KM
1983,Dame,34:23,5KM
1989,Dame,34:23,5KM
1981,Dame,34:23,5KM
1979,Dame,34:24,5KM
1982,Hea,34:24,5KM
1972,Dame,34:25,5KM
1990,Dame,34:25,5KM
1987,Hea,34:26,5KM
1973,Dame,34:27,5KM
1982,Dame,34:28,5KM
1899,Hea,34:28,5KM
1967,Dame,34:28,5KM
1996,Dame,34:28,5KM
1953,Dame,34:28,5KM
1984,Dame,34:29,5KM
1977,Dame,34:29,5KM
1970,Dame,34:31,5KM
2012,Dame,34:32,5KM
1975,Dame,34:33,5KM
1960,Dame,34:33,5KM
1980,Dame,34:34,5KM
1964,Dame,34:34,5KM
1973,Dame,34:35,5KM
1976,Hea,34:36,5KM
1985,Dame,34:38,5KM
1966,Dame,34:39,5KM
1972,Dame,34:39,5KM
1962,Hea,34:41,5KM
1979,Dame,34:41,5KM
1973,Hea,34:41,5KM
1980,Dame,34:43,5KM
1981,Dame,34:43,5KM
1973,Hea,34:44,5KM
1982,Dame,34:45,5KM
1987,Dame,34:46,5KM
1963,Dame,34:46,5KM
1988,Dame,34:47,5KM
1984,Dame,34:47,5KM
1963,Dame,34:48,5KM
1977,Dame,34:49,5KM
1963,Dame,34:49,5KM
1989,Dame,34:50,5KM
1984,Dame,34:50,5KM
1985,Dame,34:51,5KM
1948,Hea,34:51,5KM
1966,Dame,34:53,5KM
1974,Hea,34:54,5KM
1977,Dame,34:54,5KM
1976,Dame,34:55,5KM
1989,Dame,34:56,5KM
2001,Dame,34:56,5KM
1985,Dame,34:58,5KM
1954,Hea,35:00,5KM
1958,Hea,35:01,5KM
1971,Dame,35:01,5KM
1978,Dame,35:02,5KM
1957,Hea,35:04,5KM
1970,Dame,35:04,5KM
1951,Dame,35:05,5KM
1980,Dame,35:07,5KM
1987,Hea,35:07,5KM
1966,Dame,35:08,5KM
1985,Dame,35:10,5KM
1977,Dame,35:12,5KM
1966,Dame,35:12,5KM
1988,Dame,35:12,5KM
1989,Dame,35:13,5KM
1982,Dame,35:13,5KM
1899,Hea,35:13,5KM
1961,Dame,35:16,5KM
1976,Dame,35:16,5KM
1968,Dame,35:19,5KM
1959,Dame,35:20,5KM
1975,Dame,35:20,5KM
1984,Dame,35:21,5KM
1984,Dame,35:22,5KM
1990,Dame,35:22,5KM
2001,Dame,35:22,5KM
1978,Dame,35:26,5KM
2001,Dame,35:26,5KM
1977,Dame,35:26,5KM
2001,Dame,35:27,5KM
1969,Dame,35:27,5KM
1982,Dame,35:28,5KM
1974,Dame,35:28,5KM
1966,Dame,35:29,5KM
1960,Dame,35:29,5KM
1954,Dame,35:30,5KM
2002,Dame,35:30,5KM
1966,Dame,35:32,5KM
2001,Hea,35:33,5KM
1976,Dame,35:33,5KM
1968,Dame,35:36,5KM
1984,Dame,35:37,5KM
1988,Dame,35:37,5KM
1974,Dame,35:37,5KM
1975,Dame,35:39,5KM
1964,Dame,35:40,5KM
1972,Dame,35:41,5KM
1975,Dame,35:42,5KM
1989,Dame,35:43,5KM
1967,Dame,35:43,5KM
1951,Dame,35:43,5KM
1986,Dame,35:44,5KM
1984,Dame,35:46,5KM
1979,Hea,35:48,5KM
1978,Dame,35:49,5KM
2001,Dame,35:50,5KM
1975,Dame,35:50,5KM
1988,Dame,35:51,5KM
1978,Dame,35:51,5KM
1963,Dame,35:52,5KM
1972,Dame,35:52,5KM
1984,Dame,35:52,5KM
1986,Hea,35:52,5KM
1966,Dame,35:54,5KM
2001,Dame,35:55,5KM
1974,Dame,35:57,5KM
1975,Dame,35:58,5KM
1993,Dame,35:59,5KM
1988,Dame,35:59,5KM
1988,Dame,35:59,5KM
1980,Hea,36:00,5KM
1965,Dame,36:05,5KM
1963,Dame,36:05,5KM
1978,Dame,36:08,5KM
1954,Dame,36:10,5KM
1963,Dame,36:11,5KM
1984,Dame,36:11,5KM
1899,Dame,36:12,5KM
2016,Dame,36:15,5KM
1987,Dame,36:15,5KM
1983,Hea,36:16,5KM
1975,Dame,36:18,5KM
1959,Dame,36:19,5KM
1987,Hea,36:19,5KM
1958,Hea,36:19,5KM
1983,Hea,36:19,5KM
1979,Dame,36:20,5KM
1994,Dame,36:21,5KM
1992,Dame,36:21,5KM
1984,Dame,36:21,5KM
1979,Dame,36:23,5KM
1958,Dame,36:23,5KM
2001,Dame,36:24,5KM
2003,Dame,36:24,5KM
2004,Dame,36:26,5KM
1962,Dame,36:27,5KM
1972,Dame,36:28,5KM
2016,Dame,36:29,5KM
1991,Dame,36:30,5KM
1971,Dame,36:31,5KM
1984,Dame,36:33,5KM
1988,Dame,36:36,5KM
1957,Dame,36:38,5KM
1959,Dame,36:38,5KM
1899,Dame,36:38,5KM
1956,Dame,36:40,5KM
1981,Dame,36:40,5KM
1974,Dame,36:42,5KM
1959,Hea,36:42,5KM
1981,Dame,36:44,5KM
1965,Dame,36:45,5KM
1971,Dame,36:47,5KM
1991,Dame,36:48,5KM
1973,Dame,36:48,5KM
2001,Dame,36:49,5KM
1989,Dame,36:49,5KM
1995,Dame,36:50,5KM
2001,Dame,36:51,5KM
1984,Hea,36:51,5KM
1986,Dame,36:51,5KM
1961,Dame,36:52,5KM
1987,Dame,36:52,5KM
1965,Dame,36:53,5KM
1985,Dame,36:54,5KM
1989,Dame,36:56,5KM
1988,Dame,36:57,5KM
2001,Dame,36:58,5KM
1984,Hea,36:59,5KM
1964,Dame,37:01,5KM
1985,Dame,37:02,5KM
1956,Dame,37:02,5KM
1974,Dame,37:04,5KM
1972,Dame,37:04,5KM
1965,Dame,37:05,5KM
1978,Dame,37:07,5KM
1976,Dame,37:08,5KM
2001,Hea,37:10,5KM
1985,Dame,37:13,5KM
2001,Dame,37:15,5KM
1993,Hea,37:15,5KM
1974,Dame,37:16,5KM
1952,Dame,37:16,5KM
1989,Dame,37:16,5KM
1988,Dame,37:18,5KM
1988,Dame,37:19,5KM
1988,Hea,37:24,5KM
1968,Dame,37:26,5KM
1980,Dame,37:26,5KM
1992,Dame,37:27,5KM
1989,Dame,37:27,5KM
2016,Hea,37:28,5KM
1981,Dame,37:29,5KM
1899,Hea,37:30,5KM
1969,Hea,37:34,5KM
1964,Dame,37:34,5KM
1988,Dame,37:35,5KM
1988,Hea,37:35,5KM
1969,Hea,37:38,5KM
1967,Hea,37:41,5KM
1967,Dame,37:41,5KM
1958,Dame,37:44,5KM
1978,Dame,37:46,5KM
1972,Dame,37:47,5KM
1954,Dame,37:47,5KM
1969,Dame,37:48,5KM
1988,Dame,37:50,5KM
1955,Hea,37:53,5KM
1980,Dame,37:55,5KM
1985,Dame,37:58,5KM
1975,Dame,37:58,5KM
1990,Dame,38:01,5KM
1990,Dame,38:01,5KM
1961,Dame,38:03,5KM
1974,Dame,38:05,5KM
1986,Dame,38:06,5KM
1963,Dame,38:08,5KM
1959,Hea,38:08,5KM
1990,Dame,38:10,5KM
2001,Dame,38:12,5KM
1971,Dame,38:12,5KM
1983,Dame,38:13,5KM
1971,Dame,38:14,5KM
1983,Dame,38:15,5KM
1971,Hea,38:15,5KM
1966,Dame,38:18,5KM
1977,Dame,38:18,5KM
1982,Dame,38:21,5KM
1952,Dame,38:22,5KM
1983,Dame,38:23,5KM
1981,Dame,38:27,5KM
1976,Dame,38:31,5KM
1968,Dame,38:34,5KM
1966,Dame,38:34,5KM
2001,Dame,38:37,5KM
1965,Hea,38:39,5KM
1989,Dame,38:40,5KM
1982,Dame,38:40,5KM
1982,Dame,38:41,5KM
1963,Dame,38:42,5KM
1964,Dame,38:43,5KM
2001,Dame,38:44,5KM
1969,Dame,38:44,5KM
1961,Dame,38:45,5KM
1979,Dame,38:45,5KM
1980,Dame,38:46,5KM
1972,Dame,38:46,5KM
1959,Hea,38:47,5KM
1959,Dame,38:48,5KM
1954,Dame,38:48,5KM
1967,Dame,38:54,5KM
1973,Hea,38:54,5KM
1975,Dame,38:55,5KM
1985,Dame,38:56,5KM
1976,Dame,38:59,5KM
1972,Dame,39:00,5KM
1958,Dame,39:03,5KM
1984,Dame,39:03,5KM
1982,Dame,39:04,5KM
1984,Dame,39:06,5KM
2002,Dame,39:09,5KM
1963,Dame,39:13,5KM
1959,Dame,39:14,5KM
1965,Dame,39:14,5KM
1988,Dame,39:15,5KM
1990,Dame,39:17,5KM
1980,Dame,39:20,5KM
1979,Dame,39:21,5KM
1962,Dame,39:21,5KM
1969,Dame,39:22,5KM
1991,Dame,39:25,5KM
1981,Dame,39:26,5KM
1989,Dame,39:26,5KM
1978,Hea,39:29,5KM
1958,Dame,39:30,5KM
1966,Dame,39:31,5KM
1967,Dame,39:31,5KM
1980,Dame,39:31,5KM
1971,Dame,39:32,5KM
1989,Dame,39:32,5KM
1966,Dame,39:33,5KM
1991,Dame,39:33,5KM
1987,Hea,39:33,5KM
1957,Hea,39:33,5KM
1991,Dame,39:38,5KM
1980,Dame,39:40,5KM
1966,Dame,39:40,5KM
1955,Hea,39:42,5KM
1993,Dame,39:45,5KM
1973,Dame,39:46,5KM
1989,Dame,39:46,5KM
1986,Dame,39:47,5KM
1983,Dame,39:50,5KM
1971,Dame,39:55,5KM
1962,Dame,39:56,5KM
1963,Dame,39:57,5KM
1964,Dame,39:59,5KM
1983,Dame,40:01,5KM
1981,Dame,40:02,5KM
1991,Dame,40:04,5KM
1966,Dame,40:04,5KM
1954,Dame,40:05,5KM
1972,Dame,40:05,5KM
1976,Dame,40:06,5KM
2001,Dame,40:07,5KM
1964,Dame,40:11,5KM
1958,Hea,40:11,5KM
1962,Dame,40:12,5KM
1974,Dame,40:14,5KM
1982,Dame,40:21,5KM
2001,Dame,40:21,5KM
1967,Dame,40:26,5KM
1950,Dame,40:30,5KM
1959,Dame,40:30,5KM
1980,Hea,40:35,5KM
1970,Hea,40:37,5KM
1975,Hea,40:39,5KM
1983,Dame,40:40,5KM
1983,Dame,40:46,5KM
1899,Dame,40:50,5KM
1899,Dame,40:50,5KM
1988,Dame,40:56,5KM
1971,Dame,40:57,5KM
1970,Dame,41:02,5KM
1971,Dame,41:04,5KM
2001,Hea,41:08,5KM
1966,Hea,41:11,5KM
1966,Hea,41:17,5KM
2001,Dame,41:19,5KM
1956,Hea,41:20,5KM
1960,Hea,41:20,5KM
2001,Dame,41:20,5KM
1972,Dame,41:21,5KM
1975,Dame,41:22,5KM
1975,Dame,41:22,5KM
1970,Dame,41:23,5KM
2001,Dame,41:23,5KM
1987,Dame,41:23,5KM
1988,Dame,41:24,5KM
1989,Dame,41:25,5KM
1973,Dame,41:27,5KM
1984,Dame,41:41,5KM
1989,Hea,41:42,5KM
1987,Dame,41:42,5KM
1962,Dame,41:43,5KM
1975,Dame,41:47,5KM
1993,Dame,41:50,5KM
2001,Dame,41:51,5KM
1919,Dame,41:56,5KM
1984,Hea,41:56,5KM
1960,Dame,41:56,5KM
1970,Dame,41:59,5KM
1953,Dame,42:00,5KM
1961,Dame,42:05,5KM
1988,Dame,42:07,5KM
1984,Dame,42:09,5KM
1956,Dame,42:10,5KM
1952,Dame,42:11,5KM
1970,Dame,42:12,5KM
1960,Hea,42:14,5KM
1981,Dame,42:15,5KM
1967,Dame,42:16,5KM
1899,Dame,42:20,5KM
1961,Dame,42:22,5KM
1970,Hea,42:22,5KM
1997,Dame,42:31,5KM
1955,Dame,42:37,5KM
1968,Dame,42:39,5KM
1972,Dame,42:41,5KM
1949,Dame,42:49,5KM
1965,Dame,42:51,5KM
1953,Dame,42:51,5KM
1966,Dame,42:53,5KM
2001,Dame,42:54,5KM
1998,Dame,42:55,5KM
1963,Dame,43:00,5KM
1955,Dame,43:07,5KM
1993,Dame,43:07,5KM
1990,Dame,43:08,5KM
1988,Dame,43:17,5KM
1989,Dame,43:33,5KM
1957,Dame,43:33,5KM
1979,Dame,43:34,5KM
1979,Dame,43:34,5KM
1963,Dame,43:43,5KM
1953,Hea,43:43,5KM
1975,Hea,43:59,5KM
1973,Dame,44:01,5KM
1964,Dame,44:02,5KM
1965,Dame,44:04,5KM
1978,Dame,44:15,5KM
1958,Dame,44:16,5KM
1976,Dame,44:34,5KM
1966,Dame,44:34,5KM
1974,Dame,44:40,5KM
1962,Dame,44:45,5KM
1981,Dame,44:47,5KM
1977,Dame,44:53,5KM
1964,Dame,44:55,5KM
1971,Dame,44:56,5KM
1979,Dame,44:58,5KM
2001,Dame,45:06,5KM
1958,Hea,45:12,5KM
2016,Dame,45:12,5KM
1978,Hea,45:20,5KM
1960,Dame,45:21,5KM
1957,Dame,45:22,5KM
1972,Dame,45:26,5KM
1986,Dame,45:29,5KM
1960,Dame,45:32,5KM
1990,Dame,45:33,5KM
1992,Hea,45:34,5KM
1967,Dame,45:40,5KM
1962,Dame,45:50,5KM
1966,Dame,45:53,5KM
1961,Dame,46:01,5KM
1954,Dame,46:02,5KM
1968,Dame,46:08,5KM
1990,Dame,46:09,5KM
1980,Dame,46:22,5KM
1973,Dame,46:23,5KM
1899,Dame,46:25,5KM
1971,Hea,46:25,5KM
1990,Dame,46:25,5KM
1991,Dame,46:26,5KM
2000,Dame,46:33,5KM
1973,Dame,46:34,5KM
1981,Dame,46:40,5KM
1963,Dame,46:42,5KM
1995,Dame,46:42,5KM
1981,Dame,46:42,5KM
1946,Dame,46:56,5KM
1964,Dame,46:56,5KM
1950,Dame,46:57,5KM
1989,Dame,46:58,5KM
1976,Dame,47:08,5KM
1980,Dame,47:15,5KM
1961,Dame,47:23,5KM
1955,Dame,47:48,5KM
1963,Hea,47:48,5KM
1988,Dame,48:00,5KM
1972,Dame,48:01,5KM
1974,Dame,48:01,5KM
1991,Dame,48:14,5KM
1985,Dame,48:14,5KM
1991,Dame,48:18,5KM
1994,Hea,48:34,5KM
1985,Dame,48:39,5KM
2001,Dame,48:43,5KM
1973,Dame,48:43,5KM
1899,Dame,48:47,5KM
1961,Dame,48:48,5KM
2001,Hea,48:48,5KM
2001,Dame,48:50,5KM
2001,Dame,48:54,5KM
1959,Dame,48:54,5KM
2001,Hea,49:00,5KM
1986,Hea,49:46,5KM
1983,Dame,49:56,5KM
1899,Dame,50:01,5KM
1968,Dame,50:26,5KM
1990,Dame,50:43,5KM
2001,Dame,50:53,5KM
2001,Dame,50:54,5KM
2001,Dame,50:54,5KM
2001,Dame,50:55,5KM
2001,Dame,50:56,5KM
2001,Dame,50:56,5KM
1970,Dame,51:02,5KM
1966,Dame,51:03,5KM
1991,Dame,51:10,5KM
1991,Hea,51:12,5KM
1966,Dame,51:36,5KM
1984,Dame,51:47,5KM
2001,Dame,52:05,5KM
2001,Hea,52:06,5KM
2001,Dame,52:10,5KM
2001,Dame,52:16,5KM
2001,Dame,52:16,5KM
2001,Dame,52:19,5KM
1963,Hea,52:48,5KM
1994,Hea,52:48,5KM
1992,Dame,52:48,5KM
1986,Dame,52:48,5KM
1982,Dame,52:49,5KM
1967,Dame,52:49,5KM
1982,Hea,52:49,5KM
1955,Dame,53:00,5KM
1963,Dame,53:05,5KM
1985,Dame,53:21,5KM
1963,Dame,53:29,5KM
1978,Dame,53:34,5KM
1963,Dame,53:37,5KM
1954,Dame,53:38,5KM
1951,Dame,53:46,5KM
1987,Dame,53:49,5KM
1986,Dame,53:51,5KM
1963,Dame,53:51,5KM
1990,Dame,54:09,5KM
1961,Hea,54:14,5KM
1986,Dame,54:15,5KM
2001,Dame,54:23,5KM
1994,Dame,54:25,5KM
1971,Hea,54:25,5KM
1981,Dame,54:32,5KM
1980,Dame,54:33,5KM
1899,Dame,54:34,5KM
1967,Dame,54:40,5KM
1987,Dame,54:42,5KM
1985,Hea,54:43,5KM
1966,Dame,54:53,5KM
1964,Dame,54:55,5KM
1953,Dame,54:55,5KM
1964,Dame,55:04,5KM
1964,Dame,55:10,5KM
2001,Hea,55:27,5KM
1965,Dame,55:36,5KM
1951,Dame,55:38,5KM
1965,Dame,55:41,5KM
1985,Dame,55:46,5KM
1985,Dame,55:46,5KM
1987,Dame,55:50,5KM
1989,Dame,55:55,5KM
1984,Dame,55:56,5KM
1975,Hea,55:56,5KM
1977,Hea,56:39,5KM
1976,Dame,56:43,5KM
1989,Dame,56:48,5KM
1947,Dame,57:05,5KM
1975,Hea,57:15,5KM
1961,Dame,57:24,5KM
1942,Dame,57:58,5KM
1955,Dame,58:34,5KM
1958,Dame,58:44,5KM
1963,Dame,58:44,5KM
1966,Dame,59:21,5KM
1959,Dame,59:22,5KM
1988,Dame,1:00:40,5KM
1993,Hea,1:00:45,5KM
1967,Hea,1:01:09,5KM
1973,Dame,1:01:10,5KM
1968,Dame,1:01:11,5KM
1899,Dame,1:01:41,5KM
1985,Hea,1:01:42,5KM
1974,Dame,1:01:50,5KM
1962,Dame,1:01:51,5KM
1981,Dame,1:04:16,5KM
1965,Dame,1:04:16,5KM
1993,Dame,1:04:17,5KM
1960,Dame,1:04:19,5KM
1981,Dame,1:04:19,5KM
1961,Dame,1:04:44,5KM
1960,Dame,1:04:45,5KM
1976,Dame,1:04:45,5KM
1954,Dame,1:04:46,5KM
1991,Dame,1:04:53,5KM
1957,Dame,1:09:23,5KM
1954,Dame,1:09:29,5KM
1989,Dame,1:16:10,5KM
1899,Dame,1:35:49,5KM
1983,Hea,19:56,5KM
1969,Hea,20:03,5KM
1980,Hea,20:14,5KM
1978,Hea,21:07,5KM
1979,Hea,21:23,5KM
1985,Hea,21:26,5KM
1991,Hea,21:46,5KM
1979,Hea,21:53,5KM
1988,Hea,22:02,5KM
1983,Hea,22:34,5KM
1958,Hea,22:58,5KM
1970,Hea,23:04,5KM
1976,Dame,23:19,5KM
1989,Hea,23:25,5KM
1987,Hea,23:35,5KM
1979,Dame,23:52,5KM
1986,Hea,23:55,5KM
1984,Hea,23:56,5KM
1984,Hea,23:58,5KM
1991,Hea,24:05,5KM
1982,Dame,24:08,5KM
1993,Hea,24:13,5KM
1986,Hea,24:14,5KM
1989,Hea,24:16,5KM
1976,Dame,24:16,5KM
1985,Hea,24:20,5KM
1975,Hea,24:21,5KM
1986,Hea,24:26,5KM
1964,Hea,24:28,5KM
1983,Hea,24:29,5KM
1973,Hea,24:29,5KM
1992,Hea,24:31,5KM
1899,Hea,24:37,5KM
1991,Dame,24:41,5KM
1980,Hea,24:44,5KM
1987,Dame,24:44,5KM
1985,Dame,24:54,5KM
1983,Dame,25:05,5KM
1966,Dame,25:11,5KM
1978,Dame,25:12,5KM
1982,Hea,25:12,5KM
1899,Hea,25:16,5KM
1986,Hea,25:19,5KM
1985,Hea,25:19,5KM
1978,Hea,25:21,5KM
1979,Hea,25:22,5KM
1978,Dame,25:32,5KM
1971,Hea,25:36,5KM
1979,Dame,25:38,5KM
1970,Dame,25:43,5KM
1971,Hea,25:51,5KM
1971,Dame,25:55,5KM
1987,Hea,26:02,5KM
1970,Hea,26:02,5KM
1990,Dame,26:06,5KM
1970,Dame,26:12,5KM
1971,Hea,26:25,5KM
1985,Hea,26:25,5KM
1985,Dame,26:26,5KM
1994,Hea,26:28,5KM
2004,Dame,26:30,5KM
2004,Dame,26:30,5KM
1974,Dame,26:30,5KM
1990,Hea,26:34,5KM
1985,Hea,26:34,5KM
1986,Dame,26:43,5KM
1992,Dame,26:47,5KM
1960,Dame,26:51,5KM
2000,Hea,26:52,5KM
1964,Dame,26:53,5KM
2016,Hea,26:54,5KM
1992,Dame,26:55,5KM
1991,Dame,26:57,5KM
1982,Hea,27:03,5KM
1992,Dame,27:04,5KM
1972,Hea,27:05,5KM
1989,Dame,27:08,5KM
1982,Dame,27:09,5KM
1986,Dame,27:10,5KM
1984,Hea,27:11,5KM
2006,Dame,27:11,5KM
1976,Dame,27:11,5KM
1990,Dame,27:17,5KM
1973,Hea,27:19,5KM
1985,Dame,27:24,5KM
1960,Dame,27:34,5KM
1971,Hea,27:34,5KM
1999,Dame,27:34,5KM
1979,Hea,27:37,5KM
1960,Hea,27:37,5KM
1961,Hea,27:40,5KM
1970,Hea,27:45,5KM
1974,Dame,27:48,5KM
1984,Dame,27:50,5KM
1986,Hea,27:53,5KM
1968,Hea,27:58,5KM
1993,Hea,28:04,5KM
1987,Dame,28:05,5KM
1999,Dame,28:07,5KM
1960,Dame,28:21,5KM
1965,Hea,28:23,5KM
1957,Dame,28:28,5KM
1978,Dame,28:43,5KM
1978,Dame,28:44,5KM
1959,Hea,28:45,5KM
1969,Dame,28:47,5KM
1975,Dame,28:53,5KM
1981,Hea,28:53,5KM
1971,Hea,28:53,5KM
1960,Dame,28:57,5KM
1977,Hea,29:01,5KM
1978,Dame,29:05,5KM
1899,Dame,29:05,5KM
1995,Dame,29:06,5KM
1980,Dame,29:09,5KM
1988,Dame,29:09,5KM
1990,Dame,29:17,5KM
1977,Dame,29:22,5KM
1975,Dame,29:24,5KM
1983,Dame,29:25,5KM
1971,Dame,29:26,5KM
1970,Dame,29:27,5KM
1980,Hea,29:29,5KM
1981,Dame,29:29,5KM
1980,Dame,29:30,5KM
1998,Dame,29:31,5KM
1960,Dame,29:35,5KM
1969,Dame,29:37,5KM
1968,Dame,29:37,5KM
1972,Dame,29:38,5KM
1974,Dame,29:39,5KM
1967,Dame,29:42,5KM
1976,Hea,29:45,5KM
1970,Dame,29:45,5KM
1966,Dame,29:48,5KM
1966,Dame,29:48,5KM
1978,Dame,29:51,5KM
1992,Hea,29:53,5KM
1974,Hea,29:56,5KM
1968,Dame,30:05,5KM
1985,Dame,30:05,5KM
1991,Dame,30:05,5KM
1982,Hea,30:06,5KM
1899,Hea,30:08,5KM
1971,Dame,30:09,5KM
2016,Dame,30:17,5KM
1985,Dame,30:19,5KM
1980,Dame,30:20,5KM
1992,Hea,30:21,5KM
1988,Dame,30:22,5KM
1981,Dame,30:24,5KM
1971,Dame,30:25,5KM
1991,Dame,30:25,5KM
1983,Dame,30:25,5KM
1971,Dame,30:26,5KM
1961,Dame,30:26,5KM
1973,Hea,30:28,5KM
1990,Hea,30:32,5KM
1986,Dame,30:32,5KM
1979,Dame,30:36,5KM
1979,Dame,30:38,5KM
1989,Dame,30:39,5KM
1957,Hea,30:42,5KM
1989,Dame,30:42,5KM
1990,Dame,30:44,5KM
1974,Hea,30:45,5KM
1965,Dame,30:48,5KM
2016,Dame,30:52,5KM
1988,Dame,30:54,5KM
1975,Dame,30:59,5KM
1980,Dame,31:00,5KM
1980,Hea,31:00,5KM
1986,Dame,31:02,5KM
1986,Dame,31:04,5KM
1970,Dame,31:06,5KM
1987,Dame,31:08,5KM
1966,Hea,31:10,5KM
1983,Dame,31:11,5KM
1974,Dame,31:16,5KM
1984,Hea,31:21,5KM
1969,Dame,31:21,5KM
1973,Dame,31:26,5KM
1972,Dame,31:28,5KM
1975,Dame,31:29,5KM
1975,Dame,31:29,5KM
2016,Hea,31:36,5KM
1990,Dame,31:39,5KM
1975,Dame,31:39,5KM
1961,Hea,31:39,5KM
1980,Dame,31:40,5KM
1991,Dame,31:41,5KM
1979,Dame,31:41,5KM
1948,Hea,31:44,5KM
1989,Dame,31:45,5KM
1978,Hea,31:46,5KM
1975,Dame,31:47,5KM
1969,Dame,31:48,5KM
1986,Dame,31:55,5KM
1978,Dame,31:55,5KM
1976,Dame,31:55,5KM
1968,Dame,31:56,5KM
1945,Hea,31:57,5KM
1982,Dame,31:57,5KM
1989,Dame,32:04,5KM
1976,Dame,32:06,5KM
1962,Hea,32:10,5KM
1990,Hea,32:14,5KM
1989,Hea,32:15,5KM
1962,Dame,32:17,5KM
1899,Dame,32:19,5KM
1985,Dame,32:21,5KM
1987,Dame,32:21,5KM
1985,Dame,32:21,5KM
1990,Dame,32:21,5KM
1992,Dame,32:21,5KM
1960,Dame,32:26,5KM
1979,Dame,32:29,5KM
1968,Dame,32:38,5KM
1948,Dame,32:43,5KM
1977,Dame,32:44,5KM
1977,Hea,32:44,5KM
1958,Dame,32:44,5KM
1977,Hea,32:51,5KM
1988,Dame,32:51,5KM
1970,Dame,32:51,5KM
1988,Dame,32:52,5KM
1976,Dame,32:53,5KM
1977,Dame,32:55,5KM
1974,Dame,32:57,5KM
1996,Dame,33:01,5KM
1977,Hea,33:04,5KM
1960,Dame,33:04,5KM
1969,Hea,33:07,5KM
1980,Dame,33:09,5KM
1971,Dame,33:09,5KM
1971,Dame,33:16,5KM
1964,Dame,33:21,5KM
1968,Dame,33:21,5KM
1987,Dame,33:22,5KM
1983,Dame,33:24,5KM
1972,Dame,33:28,5KM
1968,Dame,33:28,5KM
1972,Dame,33:29,5KM
1985,Dame,33:36,5KM
1984,Dame,33:38,5KM
1983,Dame,33:38,5KM
1966,Dame,33:38,5KM
1982,Dame,33:39,5KM
1969,Hea,33:39,5KM
1986,Dame,33:39,5KM
1966,Dame,33:42,5KM
1968,Dame,33:46,5KM
1987,Hea,33:51,5KM
1983,Hea,33:53,5KM
1992,Dame,33:55,5KM
1977,Dame,33:56,5KM
1988,Dame,33:58,5KM
1988,Hea,33:59,5KM
1966,Dame,34:02,5KM
2003,Dame,34:02,5KM
1966,Dame,34:03,5KM
1991,Dame,34:06,5KM
1988,Dame,34:07,5KM
1977,Dame,34:07,5KM
1977,Hea,34:08,5KM
2003,Dame,34:10,5KM
1983,Dame,34:12,5KM
1988,Dame,34:12,5KM
1985,Dame,34:15,5KM
1987,Hea,34:17,5KM
1966,Dame,34:18,5KM
1989,Hea,34:19,5KM
1984,Dame,34:31,5KM
1990,Hea,34:37,5KM
1951,Hea,34:38,5KM
1991,Dame,34:38,5KM
1972,Hea,34:40,5KM
1957,Dame,34:42,5KM
1973,Dame,34:49,5KM
1990,Dame,34:50,5KM
1965,Dame,34:53,5KM
1989,Dame,34:56,5KM
1991,Dame,34:58,5KM
1968,Dame,35:00,5KM
1953,Dame,35:01,5KM
1959,Dame,35:02,5KM
1955,Dame,35:08,5KM
1988,Dame,35:12,5KM
1957,Dame,35:16,5KM
1967,Hea,35:17,5KM
1960,Dame,35:17,5KM
1973,Dame,35:23,5KM
1960,Hea,35:25,5KM
1968,Hea,35:27,5KM
1989,Dame,35:29,5KM
1957,Hea,35:33,5KM
1995,Dame,35:37,5KM
1899,Dame,35:48,5KM
1990,Hea,35:48,5KM
1990,Dame,35:49,5KM
1964,Dame,35:53,5KM
1970,Dame,35:55,5KM
1970,Dame,35:56,5KM
1954,Hea,36:00,5KM
1963,Dame,36:02,5KM
1989,Dame,36:03,5KM
1955,Dame,36:09,5KM
1964,Dame,36:22,5KM
1942,Dame,36:22,5KM
1990,Dame,36:26,5KM
1964,Dame,36:26,5KM
1971,Dame,36:29,5KM
1985,Dame,36:46,5KM
1986,Dame,36:47,5KM
1943,Hea,36:50,5KM
